title,salary,company,posted,district,job_description,career level,company website,qualification,job type,years of experience
data analyst,salary,OCBC Wing Hang Bank Limited,2022-11-10,Eastern,"Responsibilities
Assist HoD to prepare the audit analytics roadmap and implementation plan and monitor the progress/achievement of the plan.
Work with internal auditors to formulate audit analytics' requirements.
Liaise with business units and/or Information Technology Division to obtain relevant data for audit analytics purpose.
Partner with other data analyst(s) to develop a set of audit analytics tools and/or dashboards by leveraging auditing rules and/or machine learning capabilities.
Work with other data analyst(s) to perform routine maintenance of the developed audit analytics tools and/or dashboards
Assist HoD to develop and maintain
a.           Audit analytics methodology and procedures to govern the audit analytics lifecycle and documentation
b.           Knowledge of leading practices and activities relevant to audit analytics
Assist HoD in the engagement with key stakeholders, which include line/senior management, external auditors and regulators.
Requirements
Bachelor Degree in Data Science, Computer Science, Accounting, Business Administration, Finance, Mathematics, Statistics or related discipline.
Minimum 4-5 years of financial industry experience with 1-2 years of relevant experience in data analytics. 
Sound knowledge of data analytics, including data preparation, data interpretation, model development and testing
Proficiency of analytical tools and programming language (e.g. SAS, Python, ACL, SQL) and data visualization tools (e.g. PowerBI/Qlikview)
Possess qualifications of ECF-AML would be an advantage
Knowledge of audit methodology, risk management and/or financial industry is an advantage
Good command of English (Oral & Written)
Strong analytical, organizational, problem-solving and communication skills
Dynamic and good interpersonal skill
High level of integrity and drive, ability to work under pressure
Ability to multi-task and possesses strong time management skill
Good collaboration and growth mindset
Attractive remuneration package will be offered to the right candidate. Please apply with full resume stating present & expected salary and contact phone number to The Human Resources Manager, 10/F, 161 Queen’s Road Central, Hong Kong. Please quote the reference.
Personal data collected will be used for recruitment purpose only. For more information, please visit our website: http://www.ocbcwhhk.com.",Middle,http://www.ocbcwhhk.com,Degree,"Full Time, Permanent",5
manager,salary,Manpower Services (Hong Kong) Limited,2022-11-11,Kwai Tsing,"Job Responsibilities
Responsible for project development and developing appropriate data science solutions
Lead the implementation of data science initiatives to improve customer engagement, business processes and product enhancements
Analyze and review complex data from multiple internal and external sources to make informed, authoritative technical/ professional recommendations in order to improve business performance in the medium and longer-term
Perform key management and thought leadership roles in the areas of advanced data techniques, including data modelling, data access, data integration, data visualization
Job Requirements
Degree or above in Data Science, Computer Science, Mathematics or related disciplines
Minimum 5 years of relevant working experience, preferably in leading data science projects
Strong in machine learning concepts, algorithms, Python and SQL
Experience in AI Project development
Proficient in using Power BI, Tableau, Azure
Good command of both written and spoken English and Chinese",Senior,http://www.manpowergroupgrc.hk,Degree,Permanent,5
data engineer,"HK$25,000 - HK$30,000 /month",Links International,2022-11-10,district,"Our client is a listed electrical and mechanical engineering company. They are currently looking for a Data Engineer/ Scientist to support their growing Innovation team.

Responsibilities:


Source, cleanse and consolidate data from different electrical and mechanical systems, forming the big data infrastructure through cloud services such as AWS, Azure or GCP
Conduct data analysis of large transaction data sets and data preparation for visualization or analytics/modelling
Assist in developing machine learning model through Python to optimize energy and chemical usage in electrical and mechanical system
Requirements:
Degree holder preferably in Computer Science, Physics, Electronic, Math and Statistics or related discipline
1 to 3 years of experience in Data or Business Intelligence Domain, data pipeline and software development
Experience in collecting, relating, preparing and modelling data from disparate sources for reporting & analysis
Must have Python programming experience in previous projects/jobs
Experience in ETL/ELT process and big data framework such as Hadoop, Spark
Experience in Kubernetes / Docker / Java / SQL
Experience in cloud services, AWS, Azure or GCP certified will be an advantage
Experience in machine learning / Pandas / Numpy / sklearn will be an advantage
Interested parties, please click ""Apply"" to complete the application process. You can also reach Anson Fung at 3915 0278 for confidential discussion",Entry Level,http://www.linksinternational.com/,Degree,"Full Time, Permanent",1
manager,salary,ADECCO,2022-11-11,Central and Western,"Our client is a well reputable company in Hong Kong They are looking for a dedicated Senior Data Management and Analytics Manager to cope with their business.

Responsibilities:
Plan and design the implementation of effective strategic data-driven marketing by well understanding client’s need;
Review and evaluate results to bring together insights for business stakeholders;
Through the use of Analytics tools to monitor large quantities of data and provide actionable business insights and provide recommendation on improvement;
Implement, monitor and manage the daily operation of Data Management Platforms;
Perform the conduct UAT testing, provide trainings, support data migration, identify issues in the master data management processes and rectify them by proposing practical solutions;
Perform analytics tasks, including but not limited to predictive statistical models, customer profiling, segmentation analysis, data analysis, data mining, data extraction, machine learning and data enhancement;
Work closely with business stakeholders to pilot and drive CDM projects by gathering and understanding business requirements to our key client;
Analyze in-depth site trends, digital landscape and competitive insights;
Generate regular reports and perform ad-hoc analysis / extractions.
Requirements:
Bachelor degree holder in Computer Science, Information Technology, Mathematics, Statistics or related discipline;
Minimum 5 years related experiences in Data-Driven environment;
Resourceful, sensitive to numbers, strong database management skills and practical experience in handling large amount of data;
Detail-minded, good team player, well-organized with strong communication and interpersonal skills;
Knowledge in Adobe Omniture will be advantage and with in-depth knowledge of Google Analytics.
With experiences on R/ Python/ SQL, will be an advantage;
Excellent command of written and spoken English and Chinese;
Possesses advanced Microsoft excel skills (eg. Pivot table, VLOOKUPS, compound functions).


What is in it for you

A stable long-term sustainable careers, built on a fun respectful culture with all the benefits of a full-time position including, Base + Bonus, Medical, Bank holidays, etc.",Senior,http://adecco.com.hk,Degree,Permanent,5
data engineer,salary,Hongkong Land Group Limited,2022-11-10,Central and Western,"Responsibilities:
Develop, maintain, test, and evaluate large-scale data processing solutions
Provide expertise and practical support in developing data platform solutions
Responsible for data pipeline development and maintenance, including data sourcing, extraction, cleansing, transformation, and validation
Identify, design, and implement internal process improvements: automating manual processes and optimizing data delivery
Monitor performance and implement any necessary optimization changes and requirements
Support the business to define and update data retention policies
Support data architect and data scientists in data integration & transformation efforts
What you’ll need to succeed:
At least 3 years hands on experiences in SQL databases and / or data warehouses
Solid experience in writing and configuring stored procedures, functions, and triggers
Proven experience in data modelling, data access patterns and performance tuning
At least 1 year development experience in Python; working knowledge in NoSQL database
Familiarity with security configuration and best practices within data lakehouse
Exposure to large, complex data environments; big data environments and public cloud highly desirable
Excellent Communications skills in English
What you need to do now:
If you're interested in this role, click 'Apply Now'. Salary and benefits will be commensurate with qualifications and experience. For more information about Hongkong Land, please visit our website: http://www.hkland.com/
Information collected is for this recruitment and selection only. Applicants not hearing from us within four weeks from the date of advertisement may consider their applications unsuccessful. All documents and personal data of unsuccessful applicants will be destroyed once the post is filled.",Entry Level,http://www.hkland.com,Non-Degree Tertiary,"Full Time, Permanent",3
data analyst,salary,Manpower Services (Hong Kong) Limited,2022-11-10,Central and Western,"Job description
Design and deliver data analytics solution for a given use case or business problem statement
Develop algorithms and statistical predictive models to identify business challenges and opportunities, and support developing business strategies
Develop and support analytics data model and conduct data asset management
Develop analytics reports and visualization dashboard for business monitoring and delivering insights
Support business campaign activities and deliver related MIS report
Support the data governance of data platform, including data requirement management, data ingestion management and authorization management
Support ad-hoc analysis request as required
Requirements:
Degree or above in Mathematics, Statistics, Information Technology or relevant disciplines
3+years experience relating to data analytics
Proficiency in Python, SAS, R , VBA or similar analytically oriented  programming languages
Experience with data visualization tools such as Tableau, Power BI preferred
Banking, Financial Services or FinTech industry experience preferred
Strong analytical mindset and problem solving skills
Excellent communication and presentation skills with good command of English and Chinese in both spoken and written, including Putonghua
Candidates with less experience will also be considered.",Entry Level,http://www.manpowergroupgrc.hk,Degree,Permanent,3
data analyst,"HK$25,000 - HK$35,000 /month",Chandler Macleod Group (HK) Limited,2022-11-09,district,"Responsibilities:
Design and execute various contextual marketing campaigns as well as provide actionable insights to improve program effectiveness:
Leverage new data points, models, behavior-based triggers
Working with business and marketing to ensure efficient targeting and communication
Responsible for the A/B test to gain insights and learning
Identify opportunities from data-driven analytics to drive customer quality and campaign conversion
Develop and industrialize mechanism providing insightful campaign analytics to business to enable:
Timely and informative business decision-making
Preparation of robust marketing plan to boost up the business
Lead and manage data and analytics projects
Constantly review and streamline the current operational workflow to improve the team productivity and efficiency
Requirement:
Minimum 2 years working experiences in business analytics or campaign management experience
Experience in banking industry especially consumer banking is highly preferred but not a must
University degree in Information Management, Computer Science, Statistics, Operations Research or another quantitative discipline
Working experiences with Python
Experience in SAS, SQL, and /or campaign tools are higly preferred but not a must
In-depth knowledge in data and ability to interpret data
Proficient in visualization tool such as Qlikview, PowerBI a plus
Advanced knowledge in Hadoop, Spark a plus
Experiences in campaign management and execution a plus
Interested parties please click ""Apply Now"" or contact Ernest Hung on +852 2833 4198 for more information.

Interested parties could also send your full resume with expected salary to ernest.hung @ chandlermacleod.com . Successful applicants will be contacted within 2 working days.",Middle,http://www.chandlermacleod.asia,Degree,"Full Time, Contract",2
data analyst,salary,Ambition,2022-11-09,Central and Western,"Job Duties
Provide data analysis and insights to support business planning, including preparation of data to assist preparation of annual budgets and forecasts
Continuously seek to improve quality of reports, accuracy of data and data integrity
Compile regular management reports
Analysis models and automation of processes. Develop and initiate measurable improvements to work processes
Monitor regional economic developments that could affect business and provide analytical support and compile management reports
Requirements
Degree holder in data science or related discliplines
1 - 2 years of relevant working experience in Insurance companies
Good communication and interpersonal skills
If this job isn't quite right for you, but you know someone who would be great at this role, why not take advantage of our referral scheme? We offer HKD1000 in Apple gift cards for every referred candidate who we place in a role. Terms & Conditions Apply. https://www.ambition.com.hk/refer-a-friend",Entry Level,http://www.ambition.com.hk,Degree,"Full Time, Contract",1
manager,salary,China Unicom (Hong Kong) Operations Limited,2022-11-08,Yau Tsim Mong,"Job Description

1. Responsible for connecting with relevant units of the group, provincial branches and international companies, and providing professional support for international business income data;
2. According to actual business needs, prepare analysis reports related to international business and achieve data visualization;
3. Responsible for coordinating and holding the monthly Operation Scheduling Meeting of the company, and outputting the presentation materials of the Marketing Department;
4. Responsible for coordinating and driving the resolution of problems and difficulties in the business process, and monitoring the closed loop of key work;
5. Responsible for the implementation of the Operation Scheduling Meeting mechanism, and iterative optimization according to actual needs;
6. Complete other tasks assigned by the leader.

Job Requirements

1. University graduate in Information Technology/Accounting/Data Science or related disciplines;
2. At least 3 years working experience in business analysis, experience in telecommunications industry is a plus;
3. Familiar with office software, such as Microsoft office (Word, Excel, PowerPoint) and data analysis application, such Tableau、QlikView、Power BI;
4. Strong analytical skills, high level communication and coordination skills;
5. Pay attention to detail, strong sense of responsibility and be able to work under pressure;
6. Good command of spoken and written English and Chinese, fluency in Cantonese is preferred.",Middle,http://www.chinaunicomglobal.com/hk,Degree,"Full Time, Permanent",3
manager,salary,Morgan McKinley,2022-11-10,district,"For Data solutions Analyst
- Lead the engagements with internal and external business stakeholders and subject matter
experts to analyse and document existing business processes, identify improvement areas,
and improvement initiatives using data and technology, and translating the
requirements into IT business solution proposals

- Conduct data analysis, data modelling, and data lineage in the scope of energy generation,
distribution, markets, and customer engagement to support data solution design

- Facilitate and drive communications with both the technical and business teams, translate
the technical requirements and constraints into business context, as well as design and
implementation of the solutions for business problems

-Lead small-to-medium sized projects independently which target to roll out new solutions or
enhance existing offerings

-Maintain knowledge of the latest development in the energy sector, as well as discovering
and blending new data and technologies into the business as they mature and were
commercially beneficial

-Lead and conduct complex communications including coaching, negotiations, and other
advanced relationship management strategies to maintain efficient management of projects
with internal teams and external vendors

-Drive business analysis capabilities adoption &amp; standardization to support data and analytics
solutioning and implementation

-Drive data and security compliance, policy &amp; procedure, quality assurance, technology
standardization with reference to defined policies and guidelines
Requirements:
-3+years of technical business analysis experience
-Experience with data analysis tools and data warehouse
systems
-Ability to capture business requirements in a clear and
concise manner and to keep the customer in mind when
clarifying and questioning technical requirements
-Knowledge in PowerBI, Python, SQL
For Associate Project Manager
-Manage implementation of business intelligence/data analytics initiatives and their
associated enhancements &amp; production system support
-Generate and propose data analytics use cases that improve existing operations or
provide new opportunities
-Participate in system development/deployment, testing, training, system cutover/rollout,
documentation, maintenance, and support
-Prioritise and estimate effort, resources, and timeline to ensure smooth execution and
delivery of the projects
-Maintain project backlog and identify, monitor, and control the project delivery risks and
issues
-Responsible for facilitating meetings including daily scrum, planning sessions, and
sprint retrospective
-Provide support for data analytics solution product owner and provide education where
needed
Requirments:
-5+ years' experience in data project delivery with at least 3+
years team leading experience
-Professional credentials in ITIL, PMP, COBIT, ScrumMaster, DevOps, or relevant disciplines preferred
-Demonstrable experience working on multiple IT projects end
to end with a strong track record in delivering quality
outcomes and using innovative technology
-Experience with both agile and waterfall frameworks and
end-to-end project delivery
-Experience implementing data governance tooling, data
quality, and data privacy tooling will be highly regarded",Middle,http://www.morganmckinley.com.hk,Degree,"Full Time, Contract",3
it,salary,Kai Shing Management Services Ltd,2022-11-10,Kwun Tong,"What will you do?

Responsible for IT/IOT project implementation
Work closely with the Solution Architect and other Software Engineers for the software development a various project
Conduct the on-site testing and commissioning
Liaise with site to better understanding their needs and requirements
Strong sense of responsibility and able to meet project deadlines
Do you have a right profile?

Higher Diploma or above in Computer & Information Sciences
1-3 years of relevant experiences in IT/IOT project
Knowledge of Windows Servers, workstations and Linux is an advantage
Knowledge and experience of Chatbot, AI, BI and IOT solution is an advantage
Knowledge in Electronic Engineering is an advantage.
Having a good conception of Cloud, including AWS and Azure, is highly preferred
Good analytical, inter-personal and problem solving skills
Good team player, positive attitude, innovative, self-initiating, eager to learn new technology and share with other team members, hardworking, able to work under pressure and work independently
Proficient in both English and Mandarin Chinese
What do we offer?
Attractive remuneration package
Great promotion ladder
Referral reward
Medical benefit
Paid marriage leave, birthday leave, well-being leave and annual leave
Education subsidy
Children scholarship
Company trip
How to apply?
Interested parties, please apply once with application quoting job reference number, detailed resume, contact telephone number and expected salary by:
Clicking the “Apply Now” button
Mail to: Human Resources Department, Unit 301-303, 3/F, Apec Plaza, 49 Hoi Yuen Road, Kwun Tong, Hong Kong
Fax to:  (852) 2827 8608
Call: (852) 3703 5460
(Attached resume should be in MS Word for Windows)
(Data collected would be used for recruitment purpose only)",Middle,http://www.kaishing.hk,Degree,"Full Time, Permanent",2
software engineer,salary,Armitage Technologies Ltd,2022-11-11,Kwun Tong,"Responsibilities:
Work with product owners and other development teams to help scope and spec requirements
Provide guidance to the team in making architectural decisions
Perform code reviews and facilitate peer reviews
Stay in the loop proactively for related technologies
Adapting appropriate development processes to improve quality of work and efficiency
Produce quality code for stability, security, and maintainability
Participate in R&D and proof-of-concepts of new technologies and platforms
Own, research and recommend new solutions to meet project defined business and technical requirements
Do experiment with new tools and technologies ensuring the solutions stay relevant, while sharing gained knowledge across teams 
Requirements:
Bachelor/Master degree in Computer Science or IT related technology experience.
At least 1-3 years technical experience in software development
Ability to establish working relationships with stakeholders.
Experience in delivery the full SDLC model in Agile / Waterfall framework.
Strong knowledgeof abilities and limitations for mobile and web platforms
Familiarity with IoT products, Data Analytics or Computer Vision concepts a pluswith
Familiarity or proficiency in some of the following technologies: ReactJS / node.js / Python / Golang / SQL / k8s / Docker / Apache Beam / Apache Airflow
DevOps CI/CD pipeline
Strong analytical and problem-solving skills are required.
Excellent communication and interpersonal skills.
Fluency in verbal and written English and Chinese communications essential.
 Our fringe benefits include:
5-Days Work, Flexible Working Hours, Bank holidays, Annual Leave 12-15, Birthday Leave, Performance Bonus, Great Career Exposure, Regular Promotion, Review training / education allowance, Medical & Dental Coverage
We value our staff
If you want to take this challenge, please don't wait and send your application with your resume, contact phone no., present and expected salary to our Human Resources Department via JobsDB. For more information about us, please visit www.armitage.com.hk.
Personal data collected will be treated in the strictest confidence and only be used for recruitment-related purpose. ",Middle,http://www.armitage.com.hk,Degree,"Full Time, Permanent, Contract",2
data engineer,"HK$25,000 - HK$55,000 /month",Randstad Hong Kong Limited,2022-11-08,district,"about the company.
One of the largest solution providers in Hong Kong
about the job.
Responsible for the design, develop, maintain, and manage the data pipeline, data quality and data management
Utilize the data for meeting the core systems and project requirements, and business needs
Work closely with different business stakeholders to maintain and develop analytics platforms
Oversee the work-flow of data quality management, data cleansing and data exchanges processes by designing and implementing different rules and best practice
Support data analysis work and document the technical specifications for the requirements of the solution
skills & experiences required.
Degree Holder or above in Computer Science/ Data Engineering / Statistic or related disciplines
At least 1 year of working experience in Data Management/ Data Analysts
Solid experience on ETL, Data Management or Data Engineering with using SQL and VBA
Solid experience to design and develop, maintain the data analytics platform and Business intelligence.
Experience in SAS platform is a big plus
Strong team player and with can-do attitude
Solid knowledge on ETL, database, modelling, data cleaning, transformation and warehousing
Good command in both Cantonese and English",Middle,http://www.randstad.com.hk,Degree,"Full Time, Permanent",1
data scientist,salary,Dah Sing Financial Group,2022-11-07,district,"Job Description:
The incumbent will support the implementation of Data Analytics strategy in retail banking business to provide value-adding insights for increasing customer value through enhancing customer experience.
Main Responsibilities: 
Support to implement the data analytics projects including the design and development of data analytic platform to manage customer value, analytics and modelling in the context of the customer life cycle marketing
Translate business problems into data science projects that can be resolved using analytical techniques and mathematical modeling
Help to plan and execute the development of analytical/machine learning solutions from initial design to model development, model validation, implementation, prototyping and testing
Collaborating with internal and external parties to drive business cases on providing the next best action to customers via omni-channel and deployment capability to achieve the business target

People Specifications
Qualifications:     
University graduate major in data science, statistics, quantitative analysis or related discipline
Experience:          -
With at least 3 years of relevant experience, banking and financial sector will be a plus
Experienced in predictive modelling, machine learning and advanced statistics solving business problems
Experience with A/B testing, testing & control framework to strive for product / customer experience
Good communication, time management and work organization skills
Special Skills:     
Proficient in SQL & Python for data management and analysis skill",Middle,http://www.dahsing.com.hk,Degree,"Full Time, Permanent",3
data engineer,salary,PERSOLKELLY Hong Kong Limited,2022-11-09,Central and Western,"Our client, cognitive solutions and cloud platform company headquartered in New York with operations in over 175 countries and has played a pivotal role in Hong Kong’s development and transformation. They are currently looking for a Cloud Data Engineer to participate their team.

Responsibilities:
Design and implement data pipeline in cloud environment.
Understand data schema of available data sources
Utilize technologies such as workflow engine to automate data transfer from sources to destination
Design suitable data schema for the data warehouse to enable efficient query and retrieval of data for analytic purposes
Automate & implement CI/CD delivery pipeline
Project Summary
Implement and maintain cloud-based data pipeline related projects
Automate collection and processing of data on the data pipeline
Requirements:
Data processing frameworks - Spark, Hadoop
Database for big data applications - Hbase, Cassandra, Hive
Cloud based big data services - AWS Dynamo, AWS Athena, AWS Redshift, Google Big Query
At least 2 - 4 years working experience on data processing, analytical related projects.
Computer science, data analytic, information engineering or related discipline.
Good command of written and spoke English and Cantonese, with strong communication skills
Candidates with more experience will be considered as Senior Engineer
To apply for this position, please send your full resume to Contract_hk @persolkelly.com in word format indicating the job title. If you are not contacted by our consultants within 2 weeks, please consider your application unsuccessful. All applications will be treated in strict confidence and used for recruitment purposes only in accordance with PERSOLKELLY Hong Kong Limited's Privacy Notice.",Entry Level,http://www.persolkelly.com.hk,Degree,Full Time,3
data analyst,salary,Links International,2022-11-08,district,"Our client is a listed electrical and mechanical engineering company. They are currently looking for a Data Analyst/ Engineer to support their growing Innovation team.

Responsibilities:


Full lifecycle of full-stack web application development
Responsible for design, coding, testing, documentation, and maintenance
Carry out bug fixing, maximize application performance and quality assurance
Work with business analysts to collect, study, analyze business requirements
Requirements:
Bachelors Degree in Computer Science, Engineering, or other related disciplines
3 years+ experience in full-stack web development using Java or Python
Other skills required include HTML, JavaScript, Linux, SQL
Good communication, collaboration and people management skills",Middle,http://www.linksinternational.com/,Degree,"Full Time, Permanent",1
it,salary,Merck Sharp & Dohme (Asia) Ltd,2022-11-09,Eastern,"We are a global health care leader with a diversified portfolio of prescription medicines, vaccines and animal health products. Today, we are building a new kind of healthcare company – one that is ready to help create a healthier future for all of us. Our ability to excel depends on the integrity, knowledge, imagination, skill, diversity and teamwork of an individual like you. To this end, we strive to create an environment of mutual respect, encouragement and teamwork.  As part of our global team, you’ll have the opportunity to collaborate with talented and dedicated colleagues while developing and expanding your career.
This is a key strategic position for the business, as the Digital & Data Innovation lead you will build and develop digital communities, creating best-in-class customer journey experiences, digital content & building channels in cooperation with cross functional teams. The role encompasses the full marketing mix with particular emphasis on customer acquisition and retention in digital marketing. You will drive online traffic, analyze data to generate business insights, to help inform business strategies. You will own, build and develop the digital marketing strategy, lead the customer engagement agenda and build strong relationships with agency partners and vendors. You will also establish a framework to evaluate and monitor campaign performance, ensure sales & marketing integration, and drive innovation projects.
Leadership
Responsible to lead a team of Digital, Data & Innovation experts to drive experimentation and enhance the potential of the business
Digital Channel Strategy
Creating and overseeing a comprehensive long-term digital strategy for the company.
Expanding on the organization's long-term digital capabilities.
Drive digital transformation by sharing insights from campaigns and sharing best practices from industries and other markets, understand target audiences and their behavior at various stages of the disease area to design an omnichannel strategy for the brand
Collaborate with wider stakeholders, lead and drive marketing and community strategies across the company from channel usage growth to audience retention and engagement
Provide strategic input on all digital content and campaign to franchises (product managers)
Work closely with cross marketing teams to create a best-in-class integrated customer journey from, review campaign roadmaps and prioritization of implementation timelines
Data Analytics
Responsible to identify and acquire new external data sets for use-case experimentation and application
Lead a team to develop tools and dashboards or other visualization to support the interpretation of data to measure performance against goals to drive continuous improvement and inform agile business decision-making
Develop customer journey map and optimize engagement based on platform analytics
Further development of CRM initiatives to meet specific KPI and scorecard metrics, using customer insights to find strategic solutions to grow the business
With the usage of data and analytics, identify and see growth opportunities that drives business goals
Enhance organizational data analytics capability and adoption of data-driven decision making across the organization
Innovation
Act as a trusted advisor to senior leaders in the space of Innovation, Digital and Data, by advising management on yearly, medium-term, long-term, and future innovation goals.
Engaging with internal and external stakeholders to enhance innovative thinking around the company.
Responsible for understanding the business needs and preparation of digital solutions based on company’s Long-Term Plan.
Responsible for coordination of New Technologies
Actively seek out and scout for external collaboration opportunities with other parties within the industry and space of digital, data, technical, healthcare, innovation, including start-up companies.
Developing, strategizing, and planning new interventions that will drive innovation.
Presenting new ideas and approaches to high-level stakeholders.
Requirements:
A graduate degree in strategy, leadership, business, management, life science or relevant disciplines
8-12 years' experience in IT, technology, business, marketing fields.
3-5 years' experience in a management position.
An understanding of concepts such as RPA, blockchain, AI, machine learning, and cognitive computing.
Adaptive thinking and a strong, critical mindset.
Strong business acumen and presentation skills.
Excellent interpersonal, leadership, and communication skills.
Highly proficient at project planning, budgeting, and oversight.
Experience working in collaborative environments requiring communication and feedback from multiple partners, internal and external stakeholders and senior management
Deep understanding of digital customer journey development and optimization in HK market. Above market experience is highly valuable.
Entrepreneurial attitude, with a desire to pioneer strategic imaginative approaches, results & action oriented
Passionate to drive change, resilience against setbacks and obstacles, internal processes & regulations
Experience in applied machine learning, statistical inference to small and large dataset and strong script programming skills (e.g. Python, SQL)
Fluency in both English and Cantonese is a MUST
Please send your resume in confidence by clicking ""Apply Now""

Digital, Data & Innovation Lead (myworkdayjobs.com)

All information provided by job applicants will be treated in strict confidence and used only for recruitment purposes.",Senior,http://www.msd.com,Degree,"Full Time, Permanent",8
data analyst,salary,Atom International Technology Limited,2022-11-07,district,"Responsibilities:
Prepare and present articulate reports based on vast amounts of data from various data sources (e.g. data warehouse, digital tracking tools).
Drive in-depth quantitative analysis including customer segmentation and  assist the Manager to present business insights to management.
Drive and support certain data analysis and database management projects on buyer community development
Assist in marketing planning, facilitate tracking of digital channels effectiveness, set performance KPIs, track and evaluate marketing performance
Handle variety of data sets (from internal and external) and assist in data collection and data massaging
Maintain the data integrity and accuracy in marketing planning, implementation and reporting.
Support ad-hoc marketing data requirements.
Requirements 
Bachelor’s degree majored in Marketing, Statistics, Quantitative Analysis, Data Science, or other related fields.
At least 1 years of concrete experience in data analysis
Ability to understand, maintain and compose database query scripts
Strong skills in planning and organization, project management and prioritization
Ability to think and work with data to draw insights and analysis.
Solid knowledge with SQL, Excel.
Experienced in Python or Scala would be a plus. 
Familiarity with various analytic tools such as Power BI, MicroStrategy, Quicksight and Tableau are a plus.
Proficiency in Cantonese, Mandarin & English.
Proactive, willing to take up challenges and strong problem-solving skills.
Hard-working and can-do attitude.",Entry Level,https://www.atomintl.com/,Degree,Full Time,1
it,salary,Kai Shing Management Services Ltd,2022-11-10,Kwun Tong,"What will you do?
Conduct business process analysis and requirement analysis
System development, implementation, and testing
Prepare system specifications and documentations such as test plan, implementation plan, and user manual, etc.
Assist IT Manager in requirement study, analysis, design, documentation and co-ordination with users and operations teams
Provide support to end users on various business systems
Do you have a right profile?
Bachelor’s degree in Computer Science, IT or related discipline
At least 6 years’ solid working experience in Java, Java EE
Knowledge in JSON, Ajax, Spring, Struts, EJB is preferred
Knowledge in MySQL and Oracle is preferred
Knowledge in RESTful API is preferred
Experience in Windows & Unix/Linux platform
Good analytical, communication and problem solving skills
Candidate with less experience will be considered as Analyst Programmer
Less experience candidate may be considered for the position of Analyst Programmer.
What do we offer?
Attractive remuneration package
Great promotion ladder
Referral reward
Medical benefit
Paid marriage leave, birthday leave, well-being leave and annual leave
Education subsidy
Children scholarship
Company trip
How to apply?
Interested parties, please apply once with application quoting job reference number, detailed resume, contact telephone number and expected salary by:
Clicking the “Apply Now” button
Mail to: Human Resources Department, Unit 301-303, 3/F, Apec Plaza, 49 Hoi Yuen Road, Kwun Tong, Hong Kong
Fax to:  (852) 2827 8608
Call: (852) 3703 5460
(Attached resume should be in MS Word for Windows)
(Data collected would be used for recruitment purpose only)",Senior,http://www.kaishing.hk,Degree,Full Time,6
data analyst,"HK$25,000 - HK$45,000 /month",Page Group Hong Kong,2022-11-08,district,"Our client is a tier-1, multi-industry conglomerate in Hong Kong. As the business modernising all aspects of the business, they are currently looking for a (Senior) Business Intelligence Analyst to work closely with the internal marketing team to analyse campaign and performance data to develop new insights and improve customer experience. SQL, SAS and Tableau are the preferred technical skills, CRM or customer behavioural data experience is a must.
Client Details
Our client is a tier-1, multi-industry conglomerate in Hong Kong. As the business modernising all aspects of the business, they are currently looking for a (Senior) Business Intelligence Analyst to work closely with the internal marketing team to analyse campaign and performance data to develop new insights and improve customer experience.
SQL, SAS and Tableau are the preferred technical skills, CRM experience is a must.
Excellent communication skills in English and Mandarin are required.
Description
Analyse internal data (campaigns, promotions performance) and provide actionable insights to the business
Create reports and dashboards
Provide recommendations to internal businesses
Regular and timely evaluation of targeted market segments
Ensure insights will drive better customer experience
Any ad-hoc projects and duties as required
Profile
Degree in Statistics, Computer Science or any related degree
4+ years of experience in data analysis
Data analysis experience in relation to customer data, CRM experience highly preferred
Solid experience in SAS, SQL and Tableau (PowerBI will be considered)
Strong communication skills in English and Cantonese is required
Proactive and independent thinking is required
Job Offer
Opportunity to grow in a large scale firm
Large customer base
Exposure to join a transforming company
New technologies and methodologies
To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Jacqueline Lung on +852 3602 2471",Middle,http://www.pagepersonnel.com.hk,Degree,"Full Time, Contract",4
